Gene	Chromo	Start	Finish	Function	ArabidopsisID	SunflowerID	AgravTajimaD	GravTajimaD	D01TajimaD	H01TajimaD	D03TajimaD	H02TajimaD	D04TajimaD	H05TajimaD	AgravGravOutlier	AgravGravOutlierStringent	D01H01outlier	D01H01outlierStringent	D03H02outlier	D03H02outlierStringent	D04H05outlier	D04H05outlierStringent	SummaryOutlierGenes	SummaryOutlierGenesStringent	ParallelGenes	ParallelGenesStringent	ParallelArchitectureGenes	ParallelArchitectureGenesStringent
ABCB1_2	tig00054243	4581	11821	Transport	AT2G36910	XP_022006000.1	-1.096096	-1.020066	-1.660396	-0.736128	0.167161	-0.642164	-0.752355	-0.658016	1	0	1	0	1	0	0	0	2	0	0	0	0	0
ABCB1_3	tig00085389	62	5905	Transport	AT2G36910	XP_022006000.1	-0.759594	-0.703825	-1.426216	-0.383079	0.214636	-0.468227	-0.266539	-0.01865	1	1	1	1	0	0	0	0	1	1	0	0	0	0
ABCB1_4	tig01938284	10299	17302	Transport	AT2G36910	XP_022006000.1	-0.890154	-0.807807	-1.502631	-1.207734	0.280664	-0.491339	-0.089239	-0.013624	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ABCB11	tig00004051	6676	30295	Transport	AT1G02520	XP_022037610.1	-0.798747	-0.815358	-0.815045	-0.586758	0.108455	-0.091836	-0.264171	-0.260125	1	1	0	0	1	1	1	1	2	2	0	0	0	0
ABCB14	tig00247449	73612	126746	Transport	AT1G28010	XP_022008734.1	-1.038181	-0.975874	-1.265444	-0.843079	0.136723	-0.339134	-0.470918	-0.002338	1	1	1	0	1	1	1	1	3	2	1	0	1	0
ABCB15	tig00246355	16354	44189	Transport	AT3G28345	XP_022005456.1	-0.374411	-0.456008	-0.753041	-0.282207	0.831978	-0.006919	0.115721	0.21744	1	1	1	1	1	1	1	1	3	3	1	1	1	1
ABCB19_1	tig00039203	28208	36223	Transport	AT3G28860	XP_021983322.1	-0.949079	-0.840445	-1.723587	-0.3949	0.388703	0.015039	-0.248584	0.339411	1	0	1	0	1	0	1	1	3	1	1	0	1	0
ABCB19_2	tig00076716	15116	22305	Transport	AT3G28860	XP_021983322.1	-0.959043	-1.078161	-1.95878	-1.605868	-0.077053	-1.096764	-0.222306	-0.559882	1	0	0	0	1	0	0	0	1	0	0	0	0	0
ABCB21	tig01938718	26189	71470	Transport	AT3G62150	XP_021987750.1	-1.105803	-1.12601	-1.341514	-0.881831	0.148878	-0.087841	-0.069746	-0.009935	1	0	1	0	1	0	1	0	3	0	1	0	1	0
ABCB4_1	tig00002501	177701	182924	Transport	AT2G47000	XP_022010381.1	0.477699	0.53642	-1.443851	0.114251	1.55878	0.147676	0.048724	0.329031	1	0	1	1	0	0	0	0	1	1	0	0	0	0
ABCB4_2	tig00043574	17955	22363	Transport	AT2G47000	XP_022010381.1	-1.360011	-1.470835	-1.994539	-1.366574	-0.587587	-0.938269	-0.659741	-0.539045	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ABCB4_3	tig00047013	31969	36981	Transport	AT2G47000	XP_022010381.1	-1.71846	-1.604722	-2.010453	-1.24239	-0.263671	-1.036453	-1.977586	-2.100813	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ABCB6_1	tig00009506	44630	54081	Transport	AT2G39480	XP_021977056.1	0.054923	0.111	-0.48219	0.33556	1.164867	1.305839	0.7499	0.953522	1	0	0	0	0	0	1	0	1	0	0	0	0	0
ABCB6_2	tig00031894	28101	34779	Transport	AT2G39480	XP_021977056.1	0.405625	0.664482	-0.267739	0.717316	1.410007	1.141651	0.976156	1.21837	1	0	1	0	0	0	0	0	1	0	0	0	0	0
ABCB6_3	tig00125552	15193	24885	Transport	AT2G39480	XP_021977056.1	-0.834973	-0.883656	-0.893976	-0.845269	0.680086	-0.027038	-0.188583	-0.045278	0	0	1	0	1	0	1	0	3	0	1	0	0	0
ABCB6_4	tig00253833	50570	100458	Transport	AT2G39480	XP_021977056.1	-0.898058	-0.957305	-0.880814	-0.777652	0.107002	-0.10365	-0.121502	-0.236065	1	1	1	0	1	1	1	1	3	2	1	0	1	0
AUX1	tig00001776	66667	69711	Transport	AT2G38120	XP_021970336.1	2.254961	2.43119	0.813318	2.481439	2.493669	2.398367	2.481648	2.616147	1	0	1	0	0	0	0	0	1	0	0	0	0	0
LAX2	tig00051845	37526	40906	Transport	AT2G21050	XP_022023354.1	-1.115868	-1.471568	-1.617011	-0.492483	0.177846	-0.356692	-0.413728	-0.569	1	0	0	0	1	0	0	0	1	0	0	0	0	0
LAX3	tig00021987	37106	38152	Transport	AT1G77690	XP_021970776.1	-1.05287	-1.079831	-0.937406	-1.654824	0.216865	0.190074	-0.54224	0.136775	0	0	0	0	0	0	1	0	1	0	0	0	0	0
PILS1_1	tig00003092	2719	27443	Transport	AT1G20925	XP_022009931.1	-0.118731	-0.11678	-0.500173	0.258511	1.039456	0.484736	0.372995	0.757837	1	0	1	1	1	0	1	1	3	2	1	0	1	0
PILS1_2	tig00006365	600	48481	Transport	AT1G20925	XP_022009931.1	-0.809081	-0.807038	-0.989227	-0.668059	0.2135	-0.154486	-0.230446	-0.029608	1	1	1	0	1	1	1	1	3	2	1	0	1	0
PILS2_1	tig00011385	60781	62130	Transport	AT1G71090	XP_021983060.1	-0.997359	-1.341	-2.243394	-0.938428	-0.47602	-0.525153	-0.79933	-2.538025	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PILS2_2	tig00088862	19780	21137	Transport	AT1G71090	XP_021983060.1	-1.430994	-1.69193	-2.140468	-1.9192	-0.527243	-1.626134	-1.524438	-0.596711	0	0	0	0	0	0	1	1	1	1	0	0	0	0
PILS3_1	tig00106914	7173	9778	Transport	AT1G76520	XP_022009928.1	-0.977772	-1.047046	-1.412041	-1.134677	0.041041	-0.408415	-0.618088	-0.597189	1	0	1	1	1	0	1	1	3	2	1	0	1	0
PILS3_2	tig01930276	4039	6819	Transport	AT1G76520	XP_022009928.1	-0.104982	-0.417992	-0.982315	-0.569776	0.26043	0.229732	0.593629	0.588556	0	0	0	0	0	0	1	0	1	0	0	0	0	0
PILS4_1	tig00100702	1367	15424	Transport	AT1G76530	XP_021990295.1	-0.259023	-0.150979	-0.511486	-0.352119	0.713134	0.297005	-0.054959	0.33413	1	1	1	1	0	0	1	1	2	2	0	0	0	0
PILS4_2	tig00261553	4104	25823	Transport	AT1G76530	XP_021990295.1	-0.638332	-0.661747	-0.765382	-0.278682	0.654466	0.106172	0.176774	0.176871	1	1	1	0	1	0	1	1	3	1	1	0	1	0
PILS5	tig00250726	17130	31517	Transport	AT2G17500	XP_022009852.1	-0.375419	-0.771662	-1.610893	-0.105389	1.225607	0.482003	0.568589	-0.540727	1	1	1	0	0	0	1	0	2	0	0	0	0	0
PILS6	tig01930657	5291	7715	Transport	AT5G01990	XP_021987794.1	-1.145794	-0.929633	-1.353495	-0.73676	0.62173	-0.385967	-0.506136	-1.044297	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PILS7_1	tig00098859	9079	11920	Transport	AT5G65980	XP_022015966.1	-1.712258	-1.668468	-1.470164	-1.381075	-0.715092	-0.892583	-0.992199	-0.208885	0	0	0	0	0	0	1	1	1	1	0	0	0	0
PILS7_2	tig00248349	15830	18407	Transport	AT5G65980	XP_022015966.1	-0.697592	-0.896122	-2.024872	-1.231841	-0.77148	-0.623937	-0.790889	-0.089216	0	0	1	0	0	0	1	0	2	0	0	0	0	0
PIN1	tig00247392	50120	52390	Transport	AT1G73590	XP_021970548.1	2.033504	1.900928	1.115827	2.292494	2.379578	3.186482	3.367644	2.833556	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIN2	tig00063194	3591	7079	Transport	AT5G57090	XP_022037655.1	-0.20478	-0.13434	-1.616592	-0.160983	0.440748	0.242881	-0.901566	-0.539503	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PIN3	tig00069434	11097	13311	Transport	AT1G70940	XP_022040537.1	-0.195208	-0.191315	-1.257782	0.517994	0.572499	0.373845	0.217239	0.156001	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PIN4	tig01928635	20227	31911	Transport	AT2G01420	XP_021976374.1	0.136483	0.228264	-0.151532	-0.045646	0.9229	0.834413	0.631696	0.844696	1	0	1	0	1	0	1	1	3	1	1	0	1	0
PIN5_1	tig00069920	5690	6025	Transport	AT5G16530	XP_022037122.1	2.209896	2.193319	0.464624	2.095862	2.310457	2.708073	2.374418	2.248641	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIN5_2	tig01940109	9096	10859	Transport	AT5G16530	XP_022037122.1	2.131565	2.283055	1.060122	2.08785	2.837246	2.857183	2.486864	2.30808	1	1	0	0	0	0	0	0	0	0	0	0	0	0
PIN6	tig00255162	46127	52390	Transport	AT1G77110	XP_021971563.1	0.610232	0.815955	-0.850792	0.208097	0.338209	0.807526	0.484767	1.171151	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PIN7	tig00035004	7687	10654	Transport	AT1G23080	XP_021997409.1	-0.378179	-0.483688	-1.311743	-0.68274	0.524524	0.359041	0.341443	0.929012	1	0	1	0	1	0	1	1	3	1	1	0	1	0
PIN8_1	tig00016857	79787	80974	Transport	AT5G15100	XP_022007044.1	-0.877673	-0.92062	-1.692184	-1.366153	-0.500575	-2.075588	-0.587247	-0.476126	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIN8_2	tig00245832	101262	102588	Transport	AT5G15100	XP_022007044.1	-1.389184	-1.282961	-1.759005	-1.214127	0.268985	-1.148644	-0.905366	0.093017	0	0	0	0	0	0	1	0	1	0	0	0	0	0
WAT1_1	tig00010421	48637	50853	Transport	AT1G75500	XP_022038587.1	-1.011174	-0.472789	-1.311397	-1.54349	0.870177	-0.727499	0.07167	-0.693503	1	1	1	0	0	0	1	1	2	1	0	0	0	0
WAT1_2	tig00109490	7055	14611	Transport	AT1G75500	XP_022038587.1	-1.164181	-1.187988	-1.233007	-0.792264	0.171313	-0.373697	-0.166714	-0.21893	1	0	1	0	1	1	0	0	2	1	0	0	0	0
WAT1_3	tig01932332	19238	20759	Transport	AT1G75500	XP_022038587.1	-1.749719	-1.87513	-1.733926	-1.519071	-1.080564	-0.787037	-1.039318	-0.49913	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WAT1-related_1	tig00018677	22828	71517	Transport	AT1G21890	XP_022006043.1	-0.737657	-0.735189	-1.05061	-0.770676	0.68664	0.117776	-0.381185	0.362339	1	1	1	0	1	1	1	1	3	2	1	0	1	0
WAT1-related_2	tig00100977	8830	10389	Transport	AT1G21890	XP_022006043.1	-1.570494	-1.525309	-1.241146	-1.283967	0.506335	0.160814	-0.449544	-0.501061	0	0	1	0	0	0	1	0	2	0	0	0	0	0
5PTASE13_1	tig00055595	18954	23162	Localisation	AT1G05630	XP_021982458.1	-1.442501	-1.525937	-1.514472	-1.446537	-0.350571	-0.959179	-0.797228	-0.654754	0	0	1	0	0	0	0	0	1	0	0	0	0	0
5PTASE13_2	tig00067451	16089	20761	Localisation	AT1G05630	XP_021982458.1	-1.398888	-1.483364	-1.718081	-1.897052	-1.590466	-0.873596	-0.859531	-0.975178	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGC1-12	tig01933382	2624	5961	Localisation	AT3G44610	XP_022005711.1	-0.244214	-0.394157	-0.718044	0.258926	1.542423	0.804274	1.064091	1.061076	1	1	0	0	1	1	0	0	1	1	0	0	0	0
CPI1_1	tig00090013	14186	16117	Localisation	AT5G50375	XP_021984128.1	-1.490935	-1.650165	-1.59269	-0.870221	-0.092402	-0.161293	-0.358191	-0.426801	0	0	0	0	1	0	0	0	1	0	0	0	0	0
CPI1_2	tig00095047	15511	17317	Localisation	AT5G50375	XP_021984128.1	-1.241183	-1.240121	-1.896987	-0.81474	-0.297867	-0.798755	-0.726196	-0.300213	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRK5_1	tig00013570	13382	14726	Localisation	AT4G23130	XP_021975138.1	-1.232141	-1.393616	-1.903443	-1.302583	-0.00736	-0.432006	-1.148012	-1.427251	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CRK5_2	tig00017035	32773	34097	Localisation	AT4G23130	XP_021975138.1	-0.67846	-0.644012	-1.251313	-0.195907	-0.377658	-1.102158	0.083798	-0.117128	1	0	0	0	1	0	0	0	1	0	0	0	0	0
D6PKL1_1	tig00060234	11349	12659	Localisation	AT4G26610	XP_022039563.1	-0.924851	-0.722006	-1.106105	-1.325592	0.509088	-1.083914	-0.690935	-0.062201	1	0	1	0	0	0	0	0	1	0	0	0	0	0
D6PKL1_2	tig00099384	1338	11375	Localisation	AT4G26610	XP_022039563.1	-0.743993	-0.690778	-1.606488	-0.726362	0.154574	0.036255	-0.065047	-0.003706	1	0	1	0	1	0	1	0	3	0	1	0	1	0
D6PKL2_1	tig00002231	79854	81243	Localisation	AT5G47750	XP_022015365.1	-0.973408	-0.643587	-1.83548	-0.534628	-2.166919	-2.141845	-2.123305	-1.789811	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D6PKL2_2	tig00003316	130194	131429	Localisation	AT5G47750	XP_022015365.1	2.026375	2.373784	0.65924	1.952055	2.953572	2.974161	2.549334	2.673811	1	0	0	0	0	0	0	0	0	0	0	0	0	0
D6PKL3_1	tig00245365	10040	12106	Localisation	AT3G27580	XP_022011543.1	-1.102626	-0.954721	-2.391516	-0.940859	-0.409374	-0.696891	-1.709992	-2.446778	1	0	0	0	0	0	0	0	0	0	0	0	0	0
D6PKL3_2	tig00245373	210437	212494	Localisation	AT3G27580	XP_022011543.1	-1.644556	-1.839206	-1.523188	-1.630668	-0.567759	-0.72059	-1.110287	-0.66539	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENP1_1	tig00247952	62533	64617	Localisation	AT4G31820	XP_022005488.1	-1.518757	-1.606496	-1.41365	-2.225574	-0.353175	-0.037746	-0.791209	-0.265672	0	0	0	0	1	1	0	0	1	1	0	0	0	0
ENP1_2	tig00248484	100689	102110	Localisation	AT4G31820	XP_022005488.1	0.511157	0.210106	0.139303	0.783846	1.283361	1.472513	1.311303	1.16846	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GNL1_1	tig00068127	12963	17873	Localisation	AT5G39500	XP_021970758.1	-1.466304	-1.830621	-1.87246	-1.674492	-0.692362	-1.500869	-0.783695	-1.245218	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNL1_2	tig01932760	6170	11135	Localisation	AT5G39500	XP_021970758.1	1.980403	2.068964	1.252778	1.714249	3.679274	2.823839	2.8192	2.522848	0	0	0	0	1	0	0	0	1	0	0	0	0	0
GNOM_1	tig00013335	93225	97634	Localisation	AT1G13980	XP_021981453.1	-1.754746	-1.297454	-1.85491	-1.470503	-0.7825	-0.671773	-0.566881	-1.257614	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GNOM_2	tig00022180	58797	62816	Localisation	AT1G13980	XP_021981453.1	-2.073587	-2.022431	-1.858576	-1.816678	-1.083623	-1.422999	-1.322677	-1.281086	0	0	0	0	1	0	0	0	1	0	0	0	0	0
GNOM_3	tig00050117	1644	6551	Localisation	AT1G13980	XP_021981453.1	-1.854788	-1.856028	-1.905203	-1.414523	-0.656089	-1.313785	-1.884699	-1.267968	0	0	0	0	1	0	0	0	1	0	0	0	0	0
GNOM_4	tig00245715	179922	184542	Localisation	AT1G13980	XP_021981453.1	-1.802685	-1.64071	-1.745424	-1.658659	-0.124313	-0.947163	0.086738	-1.074911	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP13_1	tig00053414	14897	17145	Localisation	AT1G60780	XP_021998066.1	-1.059025	-1.009237	-1.209921	-1.347789	0.586339	-0.799327	-0.134657	-0.3739	1	0	1	0	0	0	1	0	2	0	0	0	0	0
HAP13_2	tig01938351	18725	20945	Localisation	AT1G60780	XP_021998066.1	-1.713224	-1.762017	-1.99251	-2.436157	-0.693274	-1.518941	-0.892014	-1.244755	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ICR2_1	tig00245881	95623	97479	Localisation	AT2G37080	XP_021973203.1	-0.989796	-1.189692	-1.852733	-1.042071	-0.032198	-0.381375	-1.166511	-1.440254	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ICR2_2	tig00249397	13894	15749	Localisation	AT2G37080	XP_021973203.1	-1.063524	-0.822273	-1.385893	-1.111146	0.143481	-0.761175	0.020005	-0.755325	1	1	0	0	0	0	0	0	0	0	0	0	0	0
PBP1_1	tig00040858	16245	16550	Localisation	AT5G54490	XP_021993188.1	1.900287	1.96904	0.663926	2.129083	2.487895	2.941727	2.001561	2.172329	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PBP1_2	tig00134010	869	1225	Localisation	AT5G54490	XP_021993188.1	-1.555679	-1.158439	-1.528879	-1.575202	-0.202492	-1.38749	-1.900954	-1.585329	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDK_1	tig00008723	41438	42166	Localisation	AT5G04510	XP_021976880.1	1.691812	1.905896	0.679741	1.978968	1.968346	1.574747	1.683597	3.034857	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDK_2	tig00027343	42792	45857	Localisation	AT5G04510	XP_021976880.1	-1.117431	-1.193657	-2.096556	-1.260045	0.349751	-0.697378	-0.915157	-0.812193	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PID_1	tig00046504	6818	8032	Localisation	AT2G34650	XP_021990350.1	1.82394	1.418177	0.926463	0.745948	2.309475	2.483876	2.456373	2.029601	1	0	0	0	1	0	0	0	1	0	0	0	0	0
PID_2	tig00053874	5436	7548	Localisation	AT2G34650	XP_021990350.1	1.57671	1.989318	0.988363	1.594073	2.144222	1.473302	1.519973	1.439464	0	0	1	0	0	0	0	0	1	0	0	0	0	0
PID2	tig00046406	10331	12647	Localisation	AT2G26700	XP_021996696.1	-1.072821	-1.181692	-1.642549	-1.102997	0.661431	-0.110091	-0.344579	-1.014379	1	0	0	0	1	0	0	0	1	0	0	0	0	0
PIP5K2_1	tig00027996	29314	32785	Localisation	AT1G77740	XP_022012253.1	-0.287335	-0.580145	-1.604403	-0.435109	0.602155	0.267712	-0.603301	0.085517	1	0	1	0	0	0	1	0	2	0	0	0	0	0
PIP5K2_2	tig00249428	31450	34886	Localisation	AT1G77740	XP_022012253.1	-0.745047	-0.70578	-1.537586	-1.417009	-0.540457	-0.401705	0.332725	-0.067081	0	0	1	0	1	0	0	0	2	0	0	0	0	0
PP2A-A1	tig00259325	16708	20647	Localisation	AT1G25490	XP_021976566.1	-0.683358	-0.62283	-2.367783	-0.985888	0.080241	-0.038779	-0.502528	-0.674046	0	0	1	0	0	0	1	0	2	0	0	0	0	0
PP2A-A2	tig01930126	10528	14699	Localisation	AT3G25800	XP_022015502.1	2.376525	2.456862	0.860254	2.123453	2.466461	2.656957	3.188381	2.889459	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PP2A-A3_1	tig00247316	58897	62888	Localisation	AT1G13320	XP_022011755.1	-0.97177	-0.823132	-1.764106	-1.471554	-0.015158	-0.773881	-0.076038	-0.570109	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PP2A-A3_2	tig00252540	30349	34707	Localisation	AT1G13320	XP_022011755.1	-1.284881	-1.383328	-1.114931	-1.167814	0.032474	-0.6246	-0.441414	-0.245969	1	0	0	0	1	0	0	0	1	0	0	0	0	0
RIC1_1	tig01931036	20353	20715	Localisation	AT2G33460	XP_022037094.1	-1.87316	-1.992061	-1.783854	-1.403451	0.117167	-0.008404	-0.922625	-0.091892	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIC1_2	tig01933380	5697	6113	Localisation	AT2G33460	XP_022037094.1	-0.150965	-0.901234	-0.857377	-1.21162	0.510574	-0.235258	0.694478	1.344984	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIC4	tig00048081	19853	20591	Localisation	AT5G16490	XP_022008868.1	-1.6019	-1.410168	-1.252028	-1.210442	-0.146937	-1.548525	-1.024903	-1.159761	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ROP2	tig00252332	39969	41095	Localisation	AT1G20090	XP_021988969.1	-1.744063	-1.524846	-1.834799	-1.196652	-0.988239	-0.731432	-1.312479	-0.980262	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROP3	tig00060784	21881	22982	Localisation	AT2G17800	XP_021982486.1	-1.028608	-0.89686	-1.210532	-1.204207	-0.075005	-0.060851	-0.740146	-2.43188	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ROP4	tig00001605	31672	32533	Localisation	AT1G75840	XP_022020887.1	2.509569	2.309911	1.007081	2.360386	2.751325	2.623656	2.640122	2.270575	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROP6	tig00087849	17864	19623	Localisation	AT4G35020	XP_022020850.1	-1.805685	-1.711374	-1.480961	-0.911529	-0.091698	-0.673949	-0.588926	-0.550878	0	0	0	0	1	0	0	0	1	0	0	0	0	0
SIC	tig00021469	57382	59063	Localisation	AT4G24500	XP_022030179.1	0.263357	-0.01442	-2.027385	-0.811682	0.324319	-0.603724	-0.709239	0.302622	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMT1_1	tig00023718	30414	33382	Localisation	AT5G13710	XP_022021619.1	-1.236155	-1.343898	-1.494537	-1.258412	-1.539298	0.2515	-0.456797	-0.176595	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SMT1_2	tig00054033	21793	24077	Localisation	AT5G13710	XP_022021619.1	-0.498422	-0.299728	-1.928714	-0.397266	0.427439	0.132857	0.128938	0.36839	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX1_1	tig00014300	15325	56238	Localisation	AT5G06140	XP_021972841.1	-0.715175	-0.771004	-1.136685	-0.657784	0.139409	-0.219998	-0.010777	0.295413	1	1	1	0	1	1	1	1	3	2	1	0	1	0
SNX1_2	tig00079401	17568	31275	Localisation	AT5G06140	XP_021972841.1	-0.669045	-0.738102	-0.956115	-0.616258	0.410648	-0.102475	0.142387	0.290092	1	1	1	0	1	1	1	1	3	2	1	0	1	0
SPK1_1	tig00024841	47082	57782	Localisation	AT4G16340	XP_021969771.1	-1.097463	-1.149587	-1.454492	-1.24548	-0.598117	-0.760045	-0.654635	-0.068153	1	1	0	0	0	0	1	1	1	1	0	0	0	0
SPK1_2	tig00035731	9459	20480	Localisation	AT4G16340	XP_021969771.1	-1.444552	-1.518266	-1.8831	-2.025726	-1.819562	-0.57424	-0.673066	-0.608749	0	0	1	0	1	0	1	0	3	0	1	0	0	0
TCH3_1	tig00021797	89592	89993	Localisation	AT2G41100	XP_022037255.1	-1.302027	-1.544206	-1.77802	-1.0702	-0.594287	-1.180221	-1.22894	-1.043701	0	0	1	0	0	0	0	0	1	0	0	0	0	0
TCH3_2	tig00088235	5445	5816	Localisation	AT2G41100	XP_022037255.1	-1.633473	-1.420497	-1.982866	-1.44034	0.293603	-1.06707	-1.024104	0.264494	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TWD_1	tig00007018	100439	103785	Localisation	AT3G21640	XP_021989240.1	-1.680623	-1.488123	-1.756364	-0.970349	-1.023982	-2.072686	-1.111737	-0.789041	1	1	0	0	0	0	0	0	0	0	0	0	0	0
TWD_2	tig00049293	27183	30682	Localisation	AT3G21640	XP_021989240.1	-1.742164	-1.900577	-1.463957	-1.3455	0.239235	-0.330102	-0.697846	-0.083119	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS29_1	tig00052169	27505	28457	Localisation	AT3G47810	XP_022005523.1	-0.999154	-1.332222	-1.607315	-1.189232	0.03734	-1.118713	-1.234439	-1.172788	1	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS29_2	tig01929235	68147	69636	Localisation	AT3G47810	XP_022005523.1	-0.965015	-0.876267	-2.181898	-0.882272	-1.293967	-2.037105	-0.007071	-0.287549	0	0	1	1	0	0	0	0	1	1	0	0	0	0
WAG1	tig00056342	21555	22706	Localisation	AT1G53700	XP_021989535.1	-0.122792	-0.978186	-1.521877	-1.31339	-1.758074	-1.276244	-0.942745	-0.359696	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WAG2	tig00080536	1671	2813	Localisation	AT3G14370	XP_021993019.1	-0.839036	-0.750631	-1.389538	-1.388967	-0.237601	-0.856689	-0.059953	-0.688152	0	0	1	0	1	0	0	0	2	0	0	0	0	0
AFB1	tig00019342	57351	59735	Signalling	AT4G03190	XP_021987578.1	1.421354	1.822806	0.522795	1.701155	2.053021	1.416026	1.735866	1.799993	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AFB2	tig00256008	49112	51998	Signalling	AT3G26810	XP_021987576.1	-1.261318	-1.027967	-1.841108	-1.50339	-0.177798	0.082551	-0.164335	-0.737833	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFB3	tig00012245	8663	10950	Signalling	AT1G12820	XP_022010591.1	-1.446532	-1.178055	-1.948228	-0.99126	0.124978	-0.913742	-0.515585	-0.10872	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AFB4	tig00056486	5089	7449	Signalling	AT4G24390	XP_022039849.1	-0.341503	-0.559102	-1.83395	-1.619442	-1.253459	-2.344958	0.137129	0.289658	0	0	1	0	0	0	0	0	1	0	0	0	0	0
AFB5	tig00264537	14851	17125	Signalling	AT5G49980	XP_022012450.1	-0.82526	-0.834787	-1.828862	-0.849564	-1.059251	-1.653679	-0.009483	0.265883	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ARF1_1	tig01928650	60020	63587	Signalling	AT1G59750	XP_021994418.1	-1.193073	-1.041967	-1.735059	-1.688023	-0.071513	-0.861864	-0.997091	-1.296843	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ARF1_2	tig00123196	1153	9841	Signalling	AT1G59750	XP_021994418.1	-0.696956	-0.698963	-2.215704	-1.10288	0.013856	-0.644964	0.243648	-0.492303	1	0	1	0	0	0	0	0	1	0	0	0	0	0
ARF10_1	tig00032148	25452	27460	Signalling	AT2G28350	XP_022005824.1	0.746702	0.707049	0.102185	1.070978	2.021641	1.648043	1.398428	1.173261	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ARF10_2	tig00053361	18466	20919	Signalling	AT2G28350	XP_022005824.1	-1.53306	-1.463201	-1.578937	-0.925068	0.047521	-0.511521	-0.18835	-0.103975	1	0	1	0	1	0	0	0	2	0	0	0	0	0
ARF11_1	tig00081450	3096	5823	Signalling	AT2G46530	XP_021972719.1	-1.01929	-1.169196	-1.562963	-0.304951	0.213773	-0.412148	-1.287847	-0.730825	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARF11_3	tig01929854	16673	17781	Signalling	AT2G46530	XP_021972719.1	-1.441508	-1.564997	-1.697016	-1.359057	0.601678	-0.482663	-0.731267	-0.650157	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARF12_1	tig00139300	1870	5518	Signalling	AT1G34310	XP_021969213.1	-1.28074	-1.202503	-1.195829	-0.207033	0.996377	-0.19434	1.197423	-0.374478	1	1	0	0	1	1	0	0	1	1	0	0	0	0
ARF12_2	tig00246756	33561	34208	Signalling	AT1G34310	XP_021969213.1	-1.283613	-1.301174	-1.794237	-0.642519	-0.189494	-0.971835	-1.40663	-1.697822	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARF13_1	tig00050114	13146	13827	Signalling	AT1G34170	XP_021972720.1	-1.300018	-1.530268	-1.680772	-0.860732	-0.944275	-0.807743	-0.92915	-0.934843	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ARF13_2	tig00073213	47118	47762	Signalling	AT1G34170	XP_021972720.1	-1.52578	-1.760272	-1.623712	-1.45279	-1.664657	-1.53571	0.298493	-0.298738	0	0	0	0	0	0	0	0	0	0	0	0	0	0
